,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
37,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Away,D,2,2,Watford,2.2,1.1,50.0,20393,Steve Cook,4-4-1-1,Andy Madley,Match Report,,13.0,5.0,17.2,0.0,1,1,2022,Bournemouth
38,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,D,2,2,Crystal Palace,2.2,1.4,52.0,10730,Simon Francis,4-4-1-1,Jonathan Moss,Match Report,,21.0,5.0,14.4,1.0,0,0,2022,Bournemouth
39,2018-04-14,17:30,Premier League,Matchweek 34,Sat,Away,L,0,3,Liverpool,0.7,2.4,39.0,52959,Simon Francis,3-4-3,Chris Kavanagh,Match Report,,7.0,1.0,17.4,0.0,0,0,2022,Bournemouth
40,2018-04-18,19:45,Premier League,Matchweek 35,Wed,Home,L,0,2,Manchester Utd,1.1,1.7,45.0,10952,Simon Francis,4-4-1-1,Graham Scott,Match Report,,14.0,2.0,16.8,0.0,0,0,2022,Bournemouth
41,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Away,L,1,2,Southampton,1.0,1.2,59.0,31778,Simon Francis,3-4-3,Anthony Taylor,Match Report,,16.0,7.0,19.3,0.0,0,0,2022,Bournemouth
42,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Home,W,1,0,Swansea City,1.7,1.3,44.0,10820,Simon Francis,3-4-3,Kevin Friend,Match Report,,13.0,5.0,14.2,0.0,0,0,2022,Bournemouth
43,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Burnley,1.6,0.6,48.0,20720,Andrew Surman,3-4-3,Paul Tierney,Match Report,,16.0,5.0,17.5,0.0,0,0,2022,Bournemouth
0,2017-08-13,16:00,Premier League,Matchweek 1,Sun,Away,L,0,4,Manchester Utd,0.6,2.1,45.0,74928,Mark Noble,4-2-3-1,Martin Atkinson,Match Report,,9.0,1.0,16.4,0.0,0,0,2022,WestHamUnited
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,2,3,Southampton,1.7,2.1,34.0,31424,Mark Noble,4-2-3-1,Lee Mason,Match Report,,15.0,8.0,12.5,0.0,0,0,2022,WestHamUnited
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Away,L,0,3,Newcastle Utd,0.5,3.3,62.0,52093,Mark Noble,4-2-3-1,Niel Swarbrick,Match Report,,8.0,3.0,22.9,1.0,0,0,2022,WestHamUnited
4,2017-09-11,20:00,Premier League,Matchweek 4,Mon,Home,W,2,0,Huddersfield,1.7,0.3,45.0,56977,Winston Reid,3-4-3,Kevin Friend,Match Report,,19.0,4.0,18.4,2.0,0,0,2022,WestHamUnited
5,2017-09-16,15:00,Premier League,Matchweek 5,Sat,Away,D,0,0,West Brom,0.3,0.6,64.0,24942,Winston Reid,3-4-3,Paul Tierney,Match Report,,10.0,1.0,20.9,0.0,0,0,2022,WestHamUnited
7,2017-09-23,12:30,Premier League,Matchweek 6,Sat,Home,L,2,3,Tottenham,0.9,1.5,50.0,56988,Mark Noble,3-4-3,Michael Oliver,Match Report,,10.0,4.0,18.2,0.0,0,0,2022,WestHamUnited
8,2017-09-30,15:00,Premier League,Matchweek 7,Sat,Home,W,1,0,Swansea City,0.9,0.2,44.0,56922,Mark Noble,4-4-2,Roger East,Match Report,,9.0,4.0,14.0,0.0,0,0,2022,WestHamUnited
9,2017-10-14,15:00,Premier League,Matchweek 8,Sat,Away,D,1,1,Burnley,1.1,1.3,38.0,20945,Winston Reid,4-4-2,Stuart Attwell,Match Report,,7.0,6.0,20.7,0.0,0,0,2022,WestHamUnited
10,2017-10-20,20:00,Premier League,Matchweek 9,Fri,Home,L,0,3,Brighton,0.6,1.4,65.0,56977,Winston Reid,4-2-3-1,Martin Atkinson,Match Report,,16.0,2.0,21.1,2.0,0,0,2022,WestHamUnited
12,2017-10-28,15:00,Premier League,Matchweek 10,Sat,Away,D,2,2,Crystal Palace,0.9,2.7,44.0,25242,Mark Noble,3-5-2,Robert Madley,Match Report,,6.0,2.0,13.2,0.0,0,0,2022,WestHamUnited
13,2017-11-04,17:30,Premier League,Matchweek 11,Sat,Home,L,1,4,Liverpool,1.2,2.0,48.0,56961,Mark Noble,3-4-3,Niel Swarbrick,Match Report,,6.0,1.0,10.7,0.0,0,0,2022,WestHamUnited
14,2017-11-19,16:00,Premier League,Matchweek 12,Sun,Away,L,0,2,Watford,1.6,1.3,42.0,20018,Mark Noble,4-3-3,Andre Marriner,Match Report,,9.0,4.0,16.2,1.0,0,0,2022,WestHamUnited
15,2017-11-24,20:00,Premier League,Matchweek 13,Fri,Home,D,1,1,Leicester City,0.6,0.5,49.0,56897,Winston Reid,4-2-3-1,Martin Atkinson,Match Report,,8.0,4.0,12.4,1.0,0,0,2022,WestHamUnited
16,2017-11-29,20:00,Premier League,Matchweek 14,Wed,Away,L,0,4,Everton,1.0,1.8,56.0,38242,Winston Reid,4-1-4-1,Michael Oliver,Match Report,,6.0,2.0,20.0,0.0,0,1,2022,WestHamUnited
17,2017-12-03,16:00,Premier League,Matchweek 15,Sun,Away,L,1,2,Manchester City,0.7,2.5,24.0,54203,Pablo Zabaleta,3-5-1-1,Mike Dean,Match Report,,8.0,4.0,16.9,0.0,0,0,2022,WestHamUnited
18,2017-12-09,12:30,Premier League,Matchweek 16,Sat,Home,W,1,0,Chelsea,0.2,1.3,31.0,56953,Mark Noble,3-4-3,Anthony Taylor,Match Report,,5.0,2.0,17.8,0.0,0,0,2022,WestHamUnited
19,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Home,D,0,0,Arsenal,0.6,1.2,32.0,56921,Mark Noble,3-5-2,Jonathan Moss,Match Report,,6.0,0.0,16.3,0.0,0,0,2022,WestHamUnited
20,2017-12-16,16:00,Premier League,Matchweek 18,Sat,Away,W,3,0,Stoke City,3.1,1.2,45.0,29265,Mark Noble,3-4-1-2,Graham Scott,Match Report,,13.0,6.0,15.3,0.0,1,1,2022,WestHamUnited
22,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Home,L,2,3,Newcastle Utd,2.3,1.6,62.0,56955,Winston Reid,3-4-3,Lee Mason,Match Report,,18.0,5.0,18.7,0.0,0,1,2022,WestHamUnited
23,2017-12-26,15:00,Premier League,Matchweek 20,Tue,Away,D,3,3,Bournemouth,2.2,3.6,45.0,10596,James Collins,3-4-3,Stuart Attwell,Match Report,,10.0,5.0,12.9,0.0,0,0,2022,WestHamUnited
24,2018-01-02,19:45,Premier League,Matchweek 22,Tue,Home,W,2,1,West Brom,1.0,0.7,53.0,56888,Winston Reid,3-4-3,Mike Jones,Match Report,,13.0,5.0,16.9,0.0,0,0,2022,WestHamUnited
25,2018-01-04,20:00,Premier League,Matchweek 21,Thu,Away,D,1,1,Tottenham,0.3,2.1,30.0,50034,Mark Noble,3-5-1-1,Mike Dean,Match Report,,3.0,2.0,15.1,0.0,0,0,2022,WestHamUnited
27,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Away,W,4,1,Huddersfield,1.7,0.4,37.0,24105,Mark Noble,3-5-1-1,Jonathan Moss,Match Report,,8.0,5.0,14.5,1.0,0,0,2022,WestHamUnited
29,2018-01-20,15:00,Premier League,Matchweek 24,Sat,Home,D,1,1,Bournemouth,1.0,0.6,48.0,56948,Mark Noble,3-5-1-1,Martin Atkinson,Match Report,,13.0,4.0,20.4,0.0,0,0,2022,WestHamUnited
31,2018-01-30,19:45,Premier League,Matchweek 25,Tue,Home,D,1,1,Crystal Palace,1.4,0.4,40.0,56911,Mark Noble,3-4-3,Niel Swarbrick,Match Report,,7.0,2.0,14.5,0.0,1,1,2022,WestHamUnited
32,2018-02-03,15:00,Premier League,Matchweek 26,Sat,Away,L,1,3,Brighton,0.7,2.5,45.0,30589,Mark Noble,3-4-3,Roger East,Match Report,,4.0,1.0,9.6,0.0,0,0,2022,WestHamUnited
33,2018-02-10,15:00,Premier League,Matchweek 27,Sat,Home,W,2,0,Watford,1.6,0.5,37.0,56197,Mark Noble,3-4-3,Graham Scott,Match Report,,8.0,4.0,13.3,0.0,0,0,2022,WestHamUnited
34,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Away,L,1,4,Liverpool,0.3,4.0,33.0,53256,Mark Noble,3-4-3,Stuart Attwell,Match Report,,6.0,4.0,18.8,0.0,0,0,2022,WestHamUnited
35,2018-03-03,15:00,Premier League,Matchweek 29,Sat,Away,L,1,4,Swansea City,0.7,2.0,54.0,20829,Mark Noble,3-4-3,Martin Atkinson,Match Report,,9.0,2.0,18.9,0.0,0,0,2022,WestHamUnited
36,2018-03-10,15:00,Premier League,Matchweek 30,Sat,Home,L,0,3,Burnley,0.8,1.7,52.0,56904,Mark Noble,3-4-3,Lee Mason,Match Report,,13.0,4.0,18.8,0.0,0,0,2022,WestHamUnited
37,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Home,W,3,0,Southampton,1.7,0.7,50.0,56882,Mark Noble,3-4-3,Jonathan Moss,Match Report,,11.0,5.0,16.9,0.0,0,0,2022,WestHamUnited
38,2018-04-08,16:30,Premier League,Matchweek 33,Sun,Away,D,1,1,Chelsea,0.4,2.2,41.0,41324,Mark Noble,3-4-3,Kevin Friend,Match Report,,5.0,2.0,16.8,0.0,0,0,2022,WestHamUnited
39,2018-04-16,20:00,Premier League,Matchweek 34,Mon,Home,D,1,1,Stoke City,0.8,1.3,63.0,56795,Mark Noble,3-4-3,Michael Oliver,Match Report,,18.0,6.0,26.8,6.0,0,0,2022,WestHamUnited
40,2018-04-22,13:30,Premier League,Matchweek 35,Sun,Away,L,1,4,Arsenal,1.1,1.5,33.0,59422,Mark Noble,3-4-3,Lee Mason,Match Report,,11.0,4.0,14.6,0.0,0,0,2022,WestHamUnited
41,2018-04-29,14:15,Premier League,Matchweek 36,Sun,Home,L,1,4,Manchester City,0.3,2.6,26.0,56904,Mark Noble,3-5-1-1,Niel Swarbrick,Match Report,,4.0,1.0,15.2,1.0,0,0,2022,WestHamUnited
42,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Away,W,2,0,Leicester City,1.2,0.5,47.0,32013,Mark Noble,3-4-3,Chris Kavanagh,Match Report,,13.0,3.0,14.5,0.0,0,0,2022,WestHamUnited
43,2018-05-10,19:45,Premier League,Matchweek 31,Thu,Home,D,0,0,Manchester Utd,1.1,0.8,43.0,56902,Mark Noble,3-4-3,Jonathan Moss,Match Report,,9.0,2.0,17.3,1.0,0,0,2022,WestHamUnited
44,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Home,W,3,1,Everton,0.9,1.7,56.0,56926,Mark Noble,3-4-3,Graham Scott,Match Report,,16.0,4.0,19.5,1.0,0,0,2022,WestHamUnited
0,2017-08-12,12:30,Premier League,Matchweek 1,Sat,Home,D,3,3,Liverpool,2.1,3.1,46.0,20407,Heurelho Gomes,4-3-3,Anthony Taylor,Match Report,,9.0,5.0,16.1,0.0,0,0,2022,Watford
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,W,2,0,Bournemouth,2.1,0.9,46.0,10501,Heurelho Gomes,4-3-3,Roger East,Match Report,,18.0,7.0,15.1,0.0,0,0,2022,Watford
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Home,D,0,0,Brighton,0.3,0.9,42.0,20181,Heurelho Gomes,4-2-3-1,Graham Scott,Match Report,,8.0,0.0,21.9,0.0,0,0,2022,Watford
4,2017-09-09,15:00,Premier League,Matchweek 4,Sat,Away,W,2,0,Southampton,0.6,0.4,47.0,31435,Heurelho Gomes,4-2-3-1,Lee Probert,Match Report,,13.0,3.0,20.9,1.0,0,0,2022,Watford
5,2017-09-16,15:00,Premier League,Matchweek 5,Sat,Home,L,0,6,Manchester City,0.5,3.6,33.0,20305,Heurelho Gomes,4-2-3-1,Anthony Taylor,Match Report,,7.0,1.0,14.9,0.0,0,0,2022,Watford
6,2017-09-23,15:00,Premier League,Matchweek 6,Sat,Away,W,2,1,Swansea City,1.7,1.2,50.0,20372,Heurelho Gomes,4-2-3-1,Lee Mason,Match Report,,8.0,4.0,18.2,0.0,0,0,2022,Watford
7,2017-09-30,15:00,Premier League,Matchweek 7,Sat,Away,D,2,2,West Brom,1.6,1.6,66.0,24606,Troy Deeney,4-2-3-1,Michael Oliver,Match Report,,15.0,3.0,15.3,0.0,0,0,2022,Watford
8,2017-10-14,17:30,Premier League,Matchweek 8,Sat,Home,W,2,1,Arsenal,1.8,1.1,46.0,20384,Heurelho Gomes,3-4-3,Niel Swarbrick,Match Report,,10.0,1.0,18.6,0.0,1,1,2022,Watford
9,2017-10-21,12:30,Premier League,Matchweek 9,Sat,Away,L,2,4,Chelsea,2.2,1.5,48.0,41467,Troy Deeney,3-4-3,Jonathan Moss,Match Report,,16.0,5.0,16.5,1.0,0,0,2022,Watford
10,2017-10-28,15:00,Premier League,Matchweek 10,Sat,Home,L,0,1,Stoke City,1.1,0.7,69.0,20087,Troy Deeney,4-2-3-1,Michael Oliver,Match Report,,15.0,0.0,14.5,0.0,0,0,2022,Watford
11,2017-11-05,16:30,Premier League,Matchweek 11,Sun,Away,L,2,3,Everton,1.9,2.3,61.0,38609,Heurelho Gomes,4-3-3,Graham Scott,Match Report,,10.0,3.0,18.8,0.0,0,1,2022,Watford
12,2017-11-19,16:00,Premier League,Matchweek 12,Sun,Home,W,2,0,West Ham,1.3,1.6,58.0,20018,Heurelho Gomes,3-4-3,Andre Marriner,Match Report,,17.0,5.0,16.6,0.0,0,0,2022,Watford
13,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Away,W,3,0,Newcastle Utd,2.3,1.4,47.0,52188,Heurelho Gomes,3-4-3,Chris Kavanagh,Match Report,,12.0,4.0,15.7,0.0,0,0,2022,Watford
14,2017-11-28,20:00,Premier League,Matchweek 14,Tue,Home,L,2,4,Manchester Utd,1.4,1.6,59.0,20552,Heurelho Gomes,3-5-2,Jonathan Moss,Match Report,,11.0,2.0,18.8,0.0,1,1,2022,Watford
15,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Home,D,1,1,Tottenham,0.3,1.1,50.0,20278,Heurelho Gomes,3-4-3,Martin Atkinson,Match Report,,6.0,2.0,16.3,0.0,0,0,2022,Watford
16,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,1.0,1.0,50.0,19479,Troy Deeney,4-2-3-1,Lee Probert,Match Report,,11.0,2.0,14.5,0.0,0,0,2022,Watford
17,2017-12-12,20:00,Premier League,Matchweek 17,Tue,Away,L,1,2,Crystal Palace,1.4,1.4,48.0,23566,Troy Deeney,3-4-3,Lee Mason,Match Report,,7.0,2.0,15.8,0.0,0,0,2022,Watford
18,2017-12-16,15:00,Premier League,Matchweek 18,Sat,Home,L,1,4,Huddersfield,0.8,4.0,60.0,20026,Troy Deeney,3-4-3,Michael Oliver,Match Report,,13.0,3.0,15.6,0.0,0,0,2022,Watford
19,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Away,L,0,1,Brighton,1.0,1.5,48.0,30473,Heurelho Gomes,4-2-3-1,Paul Tierney,Match Report,,12.0,1.0,15.0,0.0,0,0,2022,Watford
20,2017-12-26,15:00,Premier League,Matchweek 20,Tue,Home,W,2,1,Leicester City,1.4,1.3,49.0,20308,Heurelho Gomes,4-3-3,Chris Kavanagh,Match Report,,11.0,1.0,11.9,0.0,0,0,2022,Watford
21,2017-12-30,15:00,Premier League,Matchweek 21,Sat,Home,L,1,2,Swansea City,1.1,1.3,50.0,20002,Heurelho Gomes,4-2-3-1,Martin Atkinson,Match Report,,9.0,5.0,15.4,0.0,0,0,2022,Watford
22,2018-01-02,20:00,Premier League,Matchweek 22,Tue,Away,L,1,3,Manchester City,1.4,3.0,24.0,53556,Heurelho Gomes,4-2-3-1,Lee Mason,Match Report,,7.0,4.0,19.9,0.0,0,0,2022,Watford
24,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Home,D,2,2,Southampton,2.3,1.1,56.0,20018,Heurelho Gomes,4-2-3-1,Roger East,Match Report,,16.0,4.0,14.5,0.0,0,0,2022,Watford
25,2018-01-20,15:00,Premier League,Matchweek 24,Sat,Away,L,0,2,Leicester City,0.8,2.2,47.0,31891,Troy Deeney,4-2-3-1,Lee Probert,Match Report,,11.0,3.0,19.8,0.0,0,0,2022,Watford
27,2018-01-31,20:00,Premier League,Matchweek 25,Wed,Away,D,0,0,Stoke City,1.2,1.3,50.0,27458,Troy Deeney,4-3-3,Jonathan Moss,Match Report,,12.0,2.0,16.0,0.0,0,0,2022,Watford
28,2018-02-05,20:00,Premier League,Matchweek 26,Mon,Home,W,4,1,Chelsea,2.0,0.7,46.0,20157,Troy Deeney,3-4-3,Mike Dean,Match Report,,21.0,7.0,20.6,0.0,1,1,2022,Watford
29,2018-02-10,15:00,Premier League,Matchweek 27,Sat,Away,L,0,2,West Ham,0.5,1.6,63.0,56197,Troy Deeney,3-4-3,Graham Scott,Match Report,,11.0,4.0,22.3,1.0,0,0,2022,Watford
30,2018-02-24,17:30,Premier League,Matchweek 28,Sat,Home,W,1,0,Everton,0.6,0.9,52.0,20430,Troy Deeney,4-2-3-1,Anthony Taylor,Match Report,,13.0,5.0,20.0,1.0,0,0,2022,Watford
31,2018-03-03,15:00,Premier League,Matchweek 29,Sat,Home,W,1,0,West Brom,1.4,0.7,53.0,20022,Troy Deeney,4-2-3-1,Paul Tierney,Match Report,,15.0,3.0,16.5,0.0,0,0,2022,Watford
32,2018-03-11,13:30,Premier League,Matchweek 30,Sun,Away,L,0,3,Arsenal,1.5,2.8,41.0,59131,Troy Deeney,4-2-3-1,Martin Atkinson,Match Report,,10.0,3.0,18.1,1.0,0,1,2022,Watford
33,2018-03-17,17:30,Premier League,Matchweek 31,Sat,Away,L,0,5,Liverpool,0.2,2.5,43.0,53287,Troy Deeney,3-4-3,Anthony Taylor,Match Report,,4.0,1.0,19.0,1.0,0,0,2022,Watford
34,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Home,D,2,2,Bournemouth,1.1,2.2,50.0,20393,Troy Deeney,4-2-3-1,Andy Madley,Match Report,,18.0,6.0,19.3,1.0,0,0,2022,Watford
35,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,L,1,2,Burnley,1.1,1.4,61.0,20044,Troy Deeney,4-2-3-1,Paul Tierney,Match Report,,14.0,5.0,19.2,1.0,0,0,2022,Watford
36,2018-04-14,15:00,Premier League,Matchweek 34,Sat,Away,L,0,1,Huddersfield,0.3,0.8,53.0,23961,Troy Deeney,4-2-3-1,Craig Pawson,Match Report,,4.0,2.0,17.9,0.0,0,0,2022,Watford
37,2018-04-21,15:00,Premier League,Matchweek 35,Sat,Home,D,0,0,Crystal Palace,0.9,0.2,51.0,20401,Troy Deeney,4-4-2,Chris Kavanagh,Match Report,,14.0,4.0,16.7,0.0,0,0,2022,Watford
38,2018-04-30,20:00,Premier League,Matchweek 36,Mon,Away,L,0,2,Tottenham,0.9,1.4,39.0,52675,Adrian Mariappa,4-2-3-1,Michael Oliver,Match Report,,12.0,5.0,16.5,0.0,0,0,2022,Watford
39,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Home,W,2,1,Newcastle Utd,2.5,0.7,40.0,20375,Troy Deeney,4-4-2,Roger East,Match Report,,10.0,7.0,14.7,0.0,0,1,2022,Watford
40,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,L,0,1,Manchester Utd,0.8,0.9,48.0,75049,Heurelho Gomes,4-1-4-1,Lee Mason,Match Report,,7.0,4.0,15.0,1.0,0,0,2022,Watford
0,2017-08-12,17:30,Premier League,Matchweek 1,Sat,Home,L,0,2,Manchester City,0.3,1.8,23.0,30415,Bruno,4-4-2,Michael Oliver,Match Report,,6.0,2.0,16.3,0.0,0,0,2022,BrightonandHoveAlbion
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Leicester City,0.2,1.7,56.0,31902,Bruno,4-4-1-1,Lee Probert,Match Report,,5.0,2.0,25.4,0.0,0,0,2022,BrightonandHoveAlbion
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Away,D,0,0,Watford,0.9,0.3,58.0,20181,Bruno,4-4-1-1,Graham Scott,Match Report,,16.0,2.0,17.6,0.0,0,0,2022,BrightonandHoveAlbion
4,2017-09-09,15:00,Premier League,Matchweek 4,Sat,Home,W,3,1,West Brom,0.4,0.8,49.0,30381,Bruno,4-4-1-1,Chris Kavanagh,Match Report,,12.0,6.0,22.7,0.0,0,0,2022,BrightonandHoveAlbion
5,2017-09-15,20:00,Premier League,Matchweek 5,Fri,Away,L,1,2,Bournemouth,0.7,1.5,38.0,10369,Lewis Dunk,4-4-1-1,Craig Pawson,Match Report,,9.0,1.0,14.3,0.0,0,0,2022,BrightonandHoveAlbion
7,2017-09-24,16:00,Premier League,Matchweek 6,Sun,Home,W,1,0,Newcastle Utd,1.0,1.3,50.0,30468,Bruno,4-4-1-1,Andre Marriner,Match Report,,6.0,3.0,10.7,0.0,0,0,2022,BrightonandHoveAlbion
8,2017-10-01,12:00,Premier League,Matchweek 7,Sun,Away,L,0,2,Arsenal,0.4,3.0,37.0,59378,Bruno,4-1-4-1,Kevin Friend,Match Report,,10.0,1.0,19.0,0.0,0,0,2022,BrightonandHoveAlbion
9,2017-10-15,13:30,Premier League,Matchweek 8,Sun,Home,D,1,1,Everton,1.1,1.5,47.0,30565,Bruno,4-4-2,Michael Oliver,Match Report,,12.0,3.0,15.8,0.0,0,0,2022,BrightonandHoveAlbion
10,2017-10-20,20:00,Premier League,Matchweek 9,Fri,Away,W,3,0,West Ham,1.4,0.6,35.0,56977,Bruno,4-4-2,Martin Atkinson,Match Report,,6.0,4.0,17.8,0.0,1,1,2022,BrightonandHoveAlbion
11,2017-10-29,13:30,Premier League,Matchweek 10,Sun,Home,D,1,1,Southampton,0.9,0.5,52.0,30564,Bruno,4-4-1-1,Niel Swarbrick,Match Report,,8.0,2.0,11.6,0.0,0,0,2022,BrightonandHoveAlbion
12,2017-11-04,15:00,Premier League,Matchweek 11,Sat,Away,W,1,0,Swansea City,0.7,1.5,44.0,20822,Bruno,4-4-2,Mike Dean,Match Report,,5.0,2.0,17.4,0.0,0,0,2022,BrightonandHoveAlbion
13,2017-11-20,20:00,Premier League,Matchweek 12,Mon,Home,D,2,2,Stoke City,0.5,1.4,53.0,29676,Bruno,4-4-1-1,Lee Mason,Match Report,,9.0,3.0,19.8,0.0,0,0,2022,BrightonandHoveAlbion
14,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Away,L,0,1,Manchester Utd,0.5,1.1,42.0,75018,Bruno,4-5-1,Niel Swarbrick,Match Report,,9.0,2.0,21.0,0.0,0,0,2022,BrightonandHoveAlbion
15,2017-11-28,19:45,Premier League,Matchweek 14,Tue,Home,D,0,0,Crystal Palace,0.4,0.8,55.0,29889,Bruno,4-4-1-1,Andre Marriner,Match Report,,10.0,3.0,15.5,0.0,0,0,2022,BrightonandHoveAlbion
16,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Home,L,1,5,Liverpool,1.7,1.6,43.0,30634,Bruno,4-4-1-1,Graham Scott,Match Report,,5.0,1.0,13.2,0.0,1,1,2022,BrightonandHoveAlbion
17,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Away,L,0,2,Huddersfield,0.3,2.0,43.0,24018,Bruno,4-4-1-1,Stuart Attwell,Match Report,,7.0,2.0,22.3,0.0,0,0,2022,BrightonandHoveAlbion
18,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Away,L,0,2,Tottenham,0.6,1.8,27.0,46438,Lewis Dunk,4-5-1,Robert Madley,Match Report,,7.0,4.0,15.3,0.0,0,0,2022,BrightonandHoveAlbion
19,2017-12-16,15:00,Premier League,Matchweek 18,Sat,Home,D,0,0,Burnley,1.4,1.6,60.0,29921,Bruno,4-2-3-1,Chris Kavanagh,Match Report,,11.0,2.0,19.0,0.0,0,1,2022,BrightonandHoveAlbion
20,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Home,W,1,0,Watford,1.5,1.0,52.0,30473,Bruno,4-4-1-1,Paul Tierney,Match Report,,14.0,3.0,15.3,0.0,0,0,2022,BrightonandHoveAlbion
21,2017-12-26,15:00,Premier League,Matchweek 20,Tue,Away,L,0,2,Chelsea,0.3,2.2,34.0,41568,Lewis Dunk,4-5-1,Mike Dean,Match Report,,8.0,1.0,18.7,1.0,0,0,2022,BrightonandHoveAlbion
22,2017-12-30,15:00,Premier League,Matchweek 21,Sat,Away,D,0,0,Newcastle Utd,0.6,0.3,55.0,52209,Bruno,4-4-1-1,Anthony Taylor,Match Report,,10.0,4.0,16.6,1.0,0,0,2022,BrightonandHoveAlbion
23,2018-01-01,12:30,Premier League,Matchweek 22,Mon,Home,D,2,2,Bournemouth,2.2,1.6,49.0,30152,Lewis Dunk,4-4-1-1,Michael Oliver,Match Report,,14.0,6.0,17.0,0.0,0,0,2022,BrightonandHoveAlbion
25,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Away,L,0,2,West Brom,0.6,1.1,55.0,25240,Bruno,4-4-1-1,Martin Atkinson,Match Report,,14.0,1.0,21.0,0.0,0,0,2022,BrightonandHoveAlbion
26,2018-01-20,12:30,Premier League,Matchweek 24,Sat,Home,L,0,4,Chelsea,1.5,1.5,42.0,30600,Lewis Dunk,3-5-2,Jonathan Moss,Match Report,,11.0,3.0,15.9,0.0,0,0,2022,BrightonandHoveAlbion
28,2018-01-31,19:45,Premier League,Matchweek 25,Wed,Away,D,1,1,Southampton,1.1,1.1,34.0,30034,Lewis Dunk,4-4-1-1,Mike Dean,Match Report,,8.0,1.0,24.6,0.0,1,1,2022,BrightonandHoveAlbion
29,2018-02-03,15:00,Premier League,Matchweek 26,Sat,Home,W,3,1,West Ham,2.5,0.7,55.0,30589,Lewis Dunk,4-4-1-1,Roger East,Match Report,,21.0,5.0,16.6,0.0,0,0,2022,BrightonandHoveAlbion
30,2018-02-10,15:00,Premier League,Matchweek 27,Sat,Away,D,1,1,Stoke City,1.0,1.6,41.0,29876,Lewis Dunk,4-4-1-1,Robert Madley,Match Report,,14.0,6.0,17.5,0.0,0,0,2022,BrightonandHoveAlbion
32,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Home,W,4,1,Swansea City,3.2,0.5,47.0,30523,Lewis Dunk,4-4-1-1,Mike Dean,Match Report,,15.0,4.0,18.4,0.0,1,1,2022,BrightonandHoveAlbion
33,2018-03-04,13:30,Premier League,Matchweek 29,Sun,Home,W,2,1,Arsenal,0.9,1.3,33.0,30620,Lewis Dunk,4-4-1-1,Stuart Attwell,Match Report,,13.0,6.0,15.2,0.0,0,0,2022,BrightonandHoveAlbion
34,2018-03-10,15:00,Premier League,Matchweek 30,Sat,Away,L,0,2,Everton,0.4,1.6,40.0,39199,Lewis Dunk,4-4-1-1,Roger East,Match Report,,10.0,4.0,26.3,0.0,0,0,2022,BrightonandHoveAlbion
36,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Home,L,0,2,Leicester City,1.7,1.1,47.0,30629,Lewis Dunk,4-5-1,Chris Kavanagh,Match Report,,14.0,2.0,20.3,1.0,0,1,2022,BrightonandHoveAlbion
37,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,D,1,1,Huddersfield,1.4,1.8,41.0,30501,Lewis Dunk,4-4-1-1,Anthony Taylor,Match Report,,14.0,5.0,14.8,0.0,0,0,2022,BrightonandHoveAlbion
38,2018-04-14,15:00,Premier League,Matchweek 34,Sat,Away,L,2,3,Crystal Palace,1.6,1.9,51.0,24656,Lewis Dunk,4-3-3,Andre Marriner,Match Report,,12.0,3.0,13.1,0.0,0,0,2022,BrightonandHoveAlbion
